"gene_id"	"C1A"	"C1B"	"C2A"	"C2B"	"C5A"	"C5B"	"H1A"	"H1B"	"H2A"	"H2B"	"H5A"	"H5B"
"g13931"	1070	1535	948	680	1834	1688	964	1761	1551	610	1903	328
"g13932"	0	0	0	0	0	0	0	1	0	0	0	0
"g13933"	45	37	20	16	42	67	16	56	62	38	72	6
"g13934"	0	11	0	0	0	0	0	0	0	0	0	0
"g13935"	11	17	7	3	14	8	7	10	16	6	16	3
"g13936"	7	2	1	6	6	2	5	19	20	2	6	1
"g13937"	0	1	0	0	2	0	3	1	4	2	0	0
"g13938"	6	5	10	2	9	6	2	7	6	2	3	0
"g13939"	4	4	1	0	1	0	0	2	0	0	1	0
"g1394"	13	25	30	32	48	54	22	31	17	15	71	6
"g13940"	1	3	0	0	0	4	0	2	0	0	0	0
"g13941"	0	0	0	0	0	0	0	4	0	0	0	0
"g13942"	0	0	0	0	0	0	0	0	0	0	0	0
"g13943"	0	0	0	0	0	0	0	0	0	0	0	0
"g13944"	55	21	49	31	58	56	17	60	88	6	41	9
"g13945"	38	77	49	19	71	56	52	113	70	30	89	10
"g13946"	0	0	0	0	0	0	0	0	0	0	0	0
"g13947"	15	20	14	10	13	34	12	13	17	11	21	3
"g13948"	0	0	0	0	0	0	0	5	0	0	0	0
"g13949"	16	9	2	10	4	15	9	2	15	7	6	12
"g1395"	24	51	19	8	54	55	23	42	65	19	34	22
"g13950"	8	11	2	6	10	13	3	12	2	4	11	4
"g13951"	4	4	9	13	3	15	9	7	21	1	3	1
"g13952"	0	0	0	0	0	0	0	0	0	0	0	0
"g13953"	2	5	4	0	11	3	0	4	0	0	0	0
"g13954"	0	0	0	0	0	0	0	0	0	0	0	0
"g13955"	23	50	14	3	63	14	13	18	48	13	33	6
"g13956"	6	1	2	8	17	4	3	2	6	0	8	2
"g13957"	5	12	10	15	22	29	12	12	4	7	4	2
"g13958"	0	3	1	0	3	8	1	6	21	16	4	0
"g13959"	286	330	208	105	338	411	327	351	307	120	390	56
"g1396"	8	35	33	10	36	40	22	39	36	26	53	13
"g13960"	0	0	1	0	0	0	0	0	1	0	0	0
"g13961"	31	17	11	14	31	36	18	28	29	7	21	5
"g13962"	116	166	87	48	112	171	103	169	124	96	124	30
"g13963"	44	54	41	22	58	53	45	67	84	20	58	2
"g13964"	12	9	4	5	16	25	13	24	25	9	9	15
"g13965"	0	0	0	0	0	0	0	0	0	0	0	0
"g13966"	0	0	0	0	0	0	0	0	0	0	0	0
"g13967"	3	9	9	11	16	15	15	9	15	4	25	2
"g13968"	28	48	23	6	49	50	20	36	45	3	21	21
"g13969"	31	36	29	19	55	92	23	90	33	19	66	7
"g1397"	0	0	0	0	0	0	0	0	0	0	0	0
"g13970"	0	1	0	0	0	0	0	0	0	0	0	0
"g13971"	1	1	0	0	1	9	1	1	1	1	2	0
"g13972"	0	0	0	0	0	0	0	0	0	0	0	0
"g13973"	0	0	0	3	0	0	0	0	0	0	0	1
"g13974"	44	25	16	8	27	24	3	24	8	6	15	0
"g13975"	0	0	0	0	0	0	1	0	0	0	0	0
"g13976"	27	28	17	3	18	14	20	35	21	6	29	4
"g13977"	0	0	0	0	0	1	0	0	0	0	0	0
"g13978"	0	0	0	0	0	0	0	0	0	0	0	0
"g13979"	0	0	0	0	0	0	0	0	0	0	0	0
"g1398"	46	56	49	29	43	57	55	76	42	20	43	10
"g13980"	117	137	65	88	127	149	95	126	159	35	117	42
"g13981"	1	7	3	0	12	3	3	7	2	2	8	3
"g13982"	63	144	53	46	126	114	71	158	167	77	116	5
"g13983"	0	2	3	4	15	9	3	18	16	13	23	2
"g13984"	164	231	182	131	268	329	153	250	223	156	225	56
"g13985"	0	0	0	0	1	0	0	0	0	0	0	0
"g13986"	0	0	0	0	0	0	0	0	0	0	0	0
"g13987"	0	0	0	0	0	0	0	0	0	0	0	0
"g13988"	4	2	0	1	2	4	9	6	9	0	4	0
"g13989"	7	4	5	2	4	8	1	31	10	2	17	0
"g1399"	0	1	0	0	0	0	0	2	0	0	0	0
"g13990"	0	0	0	0	0	0	0	0	1	0	0	2
"g13991"	99	91	61	50	125	128	51	115	122	40	108	25
"g13992"	16	46	20	16	48	36	16	18	15	18	30	0
"g13993"	55	61	52	20	77	79	61	101	66	64	47	12
"g13994"	12	4	3	4	2	0	3	4	19	3	2	1
"g13995"	159	226	104	65	209	196	117	193	127	90	216	44
"g13996"	0	0	0	0	0	0	2	0	0	0	0	0
"g13997"	11	12	1	18	12	22	17	13	12	6	18	2
"g13998"	1	1	1	0	1	1	0	5	1	0	0	0
"g13999"	223	336	192	136	325	387	241	405	320	82	388	79
"g14"	0	2	0	0	2	0	0	1	2	0	0	0
"g140"	0	0	0	0	0	0	0	0	2	0	2	0
"g1400"	0	2	0	0	2	0	0	0	0	3	4	0
"g14000"	148	255	153	89	257	307	139	275	192	73	250	116
"g14001"	0	0	0	1	0	0	0	0	0	0	0	0
"g14002"	147	227	114	93	187	205	117	144	212	62	152	30
"g14003"	6	1	0	3	1	0	0	4	1	0	2	0
"g14004"	89	55	29	28	70	66	31	137	64	43	88	10
"g14005"	0	0	0	0	2	0	0	19	0	0	1	0
"g14006"	0	0	0	0	0	0	0	0	0	0	0	0
"g14007"	7	4	7	1	5	6	7	5	5	0	15	0
"g14008"	19	48	24	11	55	40	38	42	28	20	78	2
"g14009"	34	55	30	67	74	62	35	45	79	22	66	6
"g1401"	0	0	0	0	0	0	0	0	0	0	0	0
"g14010"	8	8	3	4	8	10	3	9	8	4	13	3
"g14011"	0	0	0	1	0	0	0	0	0	0	0	0
"g14012"	7	19	5	5	16	10	9	27	6	2	11	8
"g14013"	0	0	0	0	0	0	0	0	0	0	0	0
"g14014"	26	12	17	3	24	39	23	17	29	2	34	1
"g14015"	0	0	0	0	0	0	0	0	0	0	0	0
"g14016"	524	1017	698	501	1313	1072	567	1049	1033	536	1058	256
"g14017"	178	284	136	149	312	246	168	260	254	101	317	54
"g14018"	41	26	31	13	34	23	3	26	44	8	20	1
"g14019"	0	5	0	0	0	2	0	2	6	0	0	0
"g1402"	19	25	25	17	34	28	20	25	37	11	24	4
"g14020"	22	17	52	10	33	26	21	31	18	21	40	0
"g14021"	2	0	7	0	5	9	4	5	11	1	15	0
"g14022"	0	0	8	0	0	0	0	0	0	0	0	0
"g14023"	38	45	17	6	51	15	16	25	17	3	19	1
"g14024"	0	0	0	0	0	0	2	4	11	0	0	0
"g14025"	0	0	2	0	0	0	0	0	0	0	0	0
"g14026"	0	0	0	0	0	0	0	0	0	0	0	0
"g14027"	0	0	0	0	2	0	1	0	0	0	0	0
"g14028"	19	37	20	13	35	20	24	34	42	18	43	4
"g14029"	0	0	0	0	0	1	1	0	0	0	0	0
"g1403"	3	9	11	1	9	0	2	22	17	5	3	0
"g14030"	3	4	4	3	7	2	10	13	2	8	2	1
"g14031"	4	5	0	0	2	0	5	1	0	0	0	0
"g14032"	5	19	12	12	11	9	6	25	10	6	11	1
"g14033"	83	102	69	48	108	90	39	139	77	42	67	29
"g14034"	52	42	34	19	57	35	16	31	33	6	36	14
"g14035"	0	0	0	0	1	0	0	0	0	0	0	0
"g14036"	8	13	11	13	15	1	14	51	13	4	14	0
"g14037"	13	2	0	2	31	8	0	5	1	1	8	0
"g14038"	54	116	93	42	114	58	58	100	167	75	117	13
"g14039"	0	0	0	0	0	0	0	0	0	0	0	0
"g1404"	32	93	41	22	81	68	23	82	69	65	75	12
"g14040"	0	0	0	0	0	0	0	0	0	4	0	0
"g14041"	2	20	23	16	12	2	10	10	10	4	10	2
"g14042"	50	116	57	27	135	111	48	166	123	21	83	13
"g14043"	2	11	16	0	5	5	10	8	26	3	14	0
"g14044"	0	7	1	3	2	6	2	7	3	2	3	0
"g14045"	0	0	0	0	0	0	0	0	0	0	0	0
"g14046"	0	0	0	0	1	0	0	0	0	0	0	0
"g14047"	27	56	45	24	72	66	42	29	65	19	79	3
"g14048"	3	9	1	0	5	3	5	1	1	0	2	1
"g14049"	0	0	0	0	0	0	0	0	0	0	0	0
"g1405"	3	5	3	0	15	2	0	3	4	6	2	0
"g14050"	4	9	6	9	6	11	6	14	8	7	10	1
"g14051"	0	0	0	0	0	0	0	0	0	0	0	0
"g14052"	13	13	8	14	25	21	10	18	16	4	21	3
"g14053"	0	0	1	0	0	0	0	0	0	0	0	0
"g14054"	3	0	0	1	0	4	1	6	0	1	0	0
"g14055"	5	14	2	4	2	0	5	3	4	2	8	0
"g14056"	4	6	3	0	7	1	1	0	1	4	6	0
"g14057"	8	6	0	0	0	0	4	2	2	2	12	0
"g14058"	4	4	1	3	1	2	0	4	0	1	3	0
"g14059"	0	0	0	0	0	0	0	0	0	0	0	0
"g1406"	0	0	0	0	0	1	0	1	0	0	0	0
"g14060"	55	81	64	31	79	88	59	92	86	45	114	11
"g14061"	0	3	0	0	1	0	1	0	10	0	0	0
"g14062"	0	0	0	0	0	0	0	0	0	0	0	0
"g14063"	6	7	14	2	5	15	17	18	5	1	11	1
"g14064"	0	0	0	0	0	0	0	0	0	0	0	0
"g14065"	50	69	48	30	57	51	41	58	67	26	65	12
"g14066"	11	37	7	18	27	15	7	20	44	10	33	37
"g14067"	0	0	0	0	0	0	0	0	0	0	0	0
"g14068"	7	1	18	12	13	30	12	18	22	2	8	0
"g14069"	4	5	8	0	2	2	2	2	1	0	3	0
"g1407"	0	0	0	0	0	0	0	0	0	0	0	0
"g14070"	13	29	18	16	28	25	13	21	24	12	33	12
"g14071"	16	56	20	8	34	63	46	59	70	23	44	1
"g14072"	0	0	0	0	0	0	0	0	0	0	0	0
"g14073"	0	6	0	0	7	2	0	1	2	0	0	0
"g14074"	8	0	0	0	0	0	0	0	0	0	0	0
"g14075"	1	2	0	2	12	5	1	0	1	2	11	0
"g14076"	4	10	6	14	15	24	1	12	13	5	6	5
"g14077"	2	0	0	0	0	10	0	1	0	0	0	0
"g14078"	36	50	24	63	134	101	38	68	72	28	46	24
"g14079"	8	18	10	6	14	21	13	27	23	13	26	1
"g1408"	262	555	340	267	569	571	241	552	597	218	479	86
"g14080"	1	0	0	0	2	0	0	0	0	0	0	0
"g14081"	1	0	0	5	0	0	0	1	3	1	1	0
"g14082"	5	18	6	7	25	29	9	23	10	6	13	5
"g14083"	0	0	0	0	0	0	0	0	0	0	0	0
"g14084"	15	48	40	26	55	59	17	33	34	13	45	12
"g14085"	601	707	453	330	720	757	432	827	713	260	731	137
"g14086"	70	121	101	79	119	113	45	120	112	46	113	19
"g14087"	8	5	2	2	4	13	0	11	4	1	3	1
"g14088"	21	48	16	14	17	40	13	46	19	18	27	8
"g14089"	2	0	3	15	22	9	3	1	5	0	15	11
"g1409"	11	37	25	29	41	36	31	36	56	15	34	6
"g14090"	0	0	0	0	0	0	0	0	0	0	0	0
"g14091"	6	17	7	5	18	14	6	18	10	4	4	4
"g14092"	633	770	318	269	818	774	584	965	531	231	871	115
"g14093"	73	96	47	45	80	75	51	115	111	58	75	5
"g14094"	59	78	51	35	57	93	39	136	74	49	92	13
"g14095"	8	47	20	5	29	15	32	50	23	18	27	10
"g14096"	4	2	5	9	11	7	3	20	7	0	6	3
"g14097"	0	0	0	0	1	6	1	3	3	0	3	0
"g14098"	0	3	0	0	2	0	0	0	0	1	7	0
"g14099"	2	0	0	0	1	0	0	0	1	0	0	0
"g141"	0	0	0	0	0	0	1	3	5	0	0	0
"g1410"	334	493	338	262	663	478	265	573	595	225	609	85
"g14100"	1	2	1	1	0	0	0	0	2	0	1	0
"g14101"	39	64	25	20	59	71	23	69	40	18	62	6
"g14102"	2	4	0	0	9	1	6	5	5	1	10	7
"g14103"	2	3	0	0	11	3	1	3	9	1	2	3
"g14104"	6	10	7	8	21	21	10	15	25	7	12	2
"g14105"	23	44	16	16	38	30	19	94	25	9	42	19
"g14106"	51	55	18	25	72	73	22	37	39	20	54	2
"g14107"	0	0	0	2	0	0	0	1	0	0	0	0
"g14108"	29	44	28	9	17	58	32	43	45	29	19	14
"g14109"	0	4	0	0	4	5	0	0	0	0	0	0
"g1411"	0	0	0	0	0	0	3	9	1	0	0	0
"g14110"	30	27	43	19	34	26	14	38	24	2	31	17
"g14111"	0	0	0	0	0	0	0	1	0	0	0	0
"g14112"	43	60	57	31	64	112	35	58	73	24	87	12
"g14113"	0	0	0	0	1	0	0	0	0	0	0	0
"g14114"	5	2	1	0	1	13	12	7	3	4	1	0
"g14115"	5	8	6	3	13	8	7	11	10	5	12	0
"g14116"	17	4	4	0	2	3	3	9	3	1	8	1
"g14117"	0	0	0	0	0	0	0	0	0	0	0	0
"g14118"	0	0	1	0	0	0	0	4	0	0	0	0
"g14119"	34	27	21	27	40	50	17	50	26	29	50	2
"g1412"	85	125	113	32	149	118	71	91	91	32	129	23
"g14120"	0	0	0	0	0	0	0	0	0	0	0	0
"g14121"	98	71	52	41	150	123	76	106	163	6	101	11
"g14122"	3	13	4	1	8	15	11	8	5	3	5	1
"g14123"	0	1	0	0	0	0	0	0	0	0	0	0
"g14124"	38	26	7	27	31	26	14	31	20	27	24	6
"g14125"	17	42	12	18	21	32	19	20	31	4	46	12
"g14126"	10	3	1	0	9	2	2	4	13	3	2	1
"g14127"	2	12	10	4	6	8	2	3	6	3	8	1
"g14128"	56	95	44	34	91	91	51	102	101	35	119	30
"g14129"	18	33	25	12	27	21	14	18	25	19	19	0
"g1413"	182	200	185	59	204	217	140	214	266	60	181	22
"g14130"	0	0	0	0	0	0	0	0	0	1	0	0
"g14131"	6	34	6	2	9	25	10	3	15	6	10	3
"g14132"	0	0	0	0	0	0	0	10	0	0	0	0
"g14133"	6	8	1	3	5	1	1	7	2	2	9	0
"g14134"	4	0	0	0	14	10	1	13	0	2	2	2
"g14135"	0	1	0	0	0	0	0	0	0	0	0	0
"g14136"	169	301	178	119	210	227	163	261	185	68	254	71
"g14137"	4	12	6	2	3	4	1	17	6	6	6	3
"g14138"	0	0	0	0	0	0	0	0	0	0	0	0
"g14139"	0	4	1	4	7	10	1	4	9	1	7	0
"g1414"	3	12	0	0	1	1	1	2	4	1	3	0
"g14140"	18	20	16	16	14	22	7	9	18	15	31	0
"g14141"	35	57	54	25	54	25	19	59	85	18	39	9
"g14142"	0	0	0	0	3	2	0	0	0	0	0	0
"g14143"	0	3	0	0	0	0	0	0	0	0	0	0
"g14144"	0	0	0	0	0	0	0	0	0	0	0	0
"g14145"	32	57	26	17	84	112	52	71	73	15	99	20
"g14146"	1	0	0	0	0	0	0	3	0	0	0	0
"g14147"	6	11	0	1	3	16	4	5	6	2	4	0
"g14148"	16	19	8	4	22	28	6	18	12	6	11	0
"g14149"	0	0	0	0	6	1	0	0	0	0	0	0
"g1415"	100	167	129	73	171	166	92	221	163	61	161	22
"g14150"	0	0	0	0	0	0	0	0	0	0	0	0
"g14151"	0	0	0	0	0	0	0	0	0	0	0	0
"g14152"	0	0	0	0	0	0	0	0	0	0	2	0
"g14153"	3	13	3	11	32	12	12	12	14	1	13	0
"g14154"	17	68	34	27	52	35	11	62	39	17	51	5
"g14155"	2	1	4	1	9	1	1	3	3	2	0	0
"g14156"	0	0	0	0	0	0	0	0	0	0	0	0
"g14157"	9	34	9	18	24	21	9	27	43	1	30	3
"g14158"	0	0	0	0	1	0	0	0	0	0	0	0
"g14159"	2	2	19	13	9	7	17	13	3	3	5	21
"g1416"	0	0	0	0	0	0	0	0	0	0	0	0
"g14160"	0	0	0	0	0	0	0	0	0	0	0	0
"g14161"	6	13	11	11	18	17	9	17	6	5	12	1
"g14162"	0	0	0	0	0	0	0	0	0	0	0	0
"g14163"	3	13	8	2	9	18	7	13	13	8	13	1
"g14164"	0	0	0	0	0	2	0	1	0	0	0	0
"g14165"	0	0	0	0	0	0	0	0	0	0	0	0
"g14166"	42	39	28	14	50	44	30	69	44	15	73	13
"g14167"	40	93	40	21	73	88	35	64	81	6	88	3
"g14168"	26	35	10	10	28	25	12	35	18	6	28	5
"g14169"	13	21	21	4	17	17	9	42	27	14	50	5
"g1417"	11	12	10	11	7	37	4	14	33	4	3	4
"g14170"	0	0	0	0	0	0	0	0	2	0	0	0
"g14171"	0	0	0	0	0	0	0	0	0	0	0	0
"g14172"	56	96	44	53	73	62	32	61	86	28	57	3
"g14173"	0	0	0	0	0	0	0	0	0	0	0	0
"g14174"	263	356	269	263	402	426	256	414	369	166	407	82
"g14175"	97	104	51	10	65	74	28	101	40	13	93	4
"g14176"	630	938	518	556	981	1052	509	1038	815	382	913	226
"g14177"	22	31	20	20	60	30	11	13	22	11	51	4
"g14178"	0	0	0	0	0	0	3	0	0	0	0	0
"g14179"	311	455	209	173	431	386	207	510	304	127	418	146
"g1418"	0	0	0	0	0	0	0	0	0	0	0	0
"g14180"	34	35	34	8	36	34	16	46	3	11	18	4
"g14181"	6	6	2	0	1	4	1	3	2	3	4	3
"g14182"	8	17	3	2	16	8	12	13	19	11	13	5
"g14183"	348	467	218	246	579	602	353	514	480	176	474	88
"g14184"	0	1	0	0	0	0	0	1	1	0	0	0
"g14185"	2	9	1	1	3	2	2	5	9	1	28	0
"g14186"	0	0	0	0	0	0	0	0	0	0	0	0
"g14187"	0	0	0	0	0	0	0	0	0	0	0	0
"g14188"	0	0	0	1	0	0	0	0	0	0	0	0
"g14189"	0	0	0	0	0	0	0	0	0	0	0	0
"g1419"	23	32	45	7	34	35	8	34	46	14	27	5
"g14190"	72	118	47	57	139	102	55	107	74	33	110	13
"g14191"	13	15	8	5	32	14	6	29	15	9	21	3
"g14192"	6	7	17	0	7	3	0	0	2	1	14	0
"g14193"	0	0	0	0	0	0	0	0	0	0	0	0
"g14194"	0	0	5	0	0	16	0	1	0	0	0	0
"g14195"	54	65	34	41	68	40	30	81	65	22	60	18
"g14196"	4	15	13	13	13	8	9	10	4	9	20	2
"g14197"	0	0	0	0	0	1	1	0	0	0	1	0
"g14198"	0	0	0	0	2	0	2	0	0	2	1	0
"g14199"	0	0	0	0	0	0	0	0	0	0	0	0
"g142"	0	0	0	0	0	0	0	0	0	0	0	0
"g1420"	0	0	0	0	1	0	0	0	0	0	0	0
"g14200"	29	52	25	14	18	23	17	53	25	11	36	6
"g14201"	0	0	0	0	12	0	1	2	0	0	0	0
"g14202"	1	0	0	0	0	3	0	0	0	0	0	0
"g14203"	0	0	0	0	0	0	0	0	0	0	0	0
"g14204"	23	34	10	14	73	65	17	26	25	55	45	14
"g14205"	0	0	0	0	0	0	1	0	0	0	0	0
"g14206"	114	141	71	50	116	109	80	158	117	46	121	21
"g14207"	0	0	0	0	0	0	0	0	0	0	0	0
"g14208"	0	0	0	0	0	0	0	0	0	0	0	0
"g14209"	0	0	0	0	0	0	0	0	0	0	0	0
"g1421"	0	1	0	0	0	0	0	0	0	0	0	0
"g14210"	0	0	0	0	0	0	0	0	0	0	0	0
"g14211"	0	0	0	0	0	0	0	0	0	0	0	0
"g14212"	0	0	0	0	0	0	0	0	0	0	0	0
"g14213"	0	0	0	0	0	0	0	0	0	0	0	0
"g14214"	0	0	0	0	0	0	0	0	0	0	0	0
"g14215"	0	0	0	0	0	0	1	0	0	0	0	0
"g14216"	0	0	0	0	0	0	0	0	0	0	0	0
"g14217"	0	0	0	0	0	0	0	0	0	0	0	0
"g14218"	0	0	0	0	0	0	0	0	0	0	0	0
"g14219"	0	0	0	0	0	0	0	0	0	0	0	0
"g1422"	0	0	0	0	0	0	0	0	0	0	0	0
"g14220"	0	0	0	0	0	0	0	0	0	0	0	0
"g14221"	0	0	0	0	0	0	0	0	0	0	0	0
"g14222"	0	0	0	0	0	0	0	0	0	0	0	0
"g14223"	0	0	0	0	0	0	0	0	0	0	0	0
"g14224"	0	0	0	0	0	0	0	0	0	0	0	0
"g14225"	0	0	0	0	0	0	0	0	0	0	0	0
"g14226"	0	0	0	0	0	0	0	0	0	0	0	0
"g14227"	0	0	0	0	0	0	0	0	0	0	0	0
"g14228"	0	0	0	0	0	0	0	0	0	0	0	0
"g14229"	0	0	0	0	0	0	0	0	0	0	0	0
"g1423"	1	6	4	0	1	7	2	4	12	2	19	0
"g14230"	0	0	0	0	0	0	0	0	0	0	0	0
"g14231"	0	0	0	0	0	0	0	0	0	0	0	0
"g14232"	0	0	0	0	0	0	0	0	0	0	0	0
"g14233"	0	0	0	0	0	0	0	0	0	0	0	0
"g14234"	0	0	0	0	0	0	0	0	0	0	0	0
"g14235"	0	0	0	0	0	0	0	0	0	0	0	0
"g14236"	0	0	0	0	0	0	0	0	0	0	0	0
"g14237"	0	0	0	0	0	0	0	0	0	0	0	0
"g14238"	0	0	0	0	0	0	0	0	0	0	0	0
"g14239"	0	0	0	0	0	0	0	0	0	0	0	0
"g1424"	0	0	0	0	2	1	0	0	0	0	1	0
"g14240"	0	0	0	0	0	0	0	0	0	0	0	0
"g14241"	0	0	0	0	0	0	0	0	0	0	0	0
"g14242"	0	0	0	0	0	0	0	0	0	0	0	0
"g14243"	0	0	0	0	0	0	0	0	0	0	0	0
"g14244"	0	0	0	0	0	0	0	0	0	0	0	0
"g14245"	0	0	0	0	0	0	0	0	0	0	0	0
"g14246"	0	0	0	0	0	0	0	0	0	0	0	0
"g14247"	0	0	0	0	0	0	0	0	0	0	0	0
"g14248"	0	0	0	0	0	0	0	0	0	0	0	0
"g14249"	0	0	0	0	0	0	0	0	0	0	0	0
"g1425"	0	2	2	0	1	0	1	1	7	1	3	1
"g14250"	0	0	0	0	0	0	0	0	0	0	0	0
"g14251"	0	0	0	0	0	0	0	0	0	0	0	0
"g14252"	0	0	0	0	0	0	0	0	0	0	0	0
"g14253"	0	0	0	0	0	0	0	0	0	0	0	0
"g14254"	0	0	0	0	0	0	0	0	0	0	0	0
"g14255"	0	0	0	0	0	0	0	0	0	0	0	0
"g14256"	0	0	0	0	0	0	0	0	0	0	0	0
"g14257"	0	0	0	0	0	0	0	0	0	0	0	0
"g14258"	0	0	0	0	0	0	0	0	0	0	0	0
"g14259"	0	0	0	0	0	0	0	0	0	0	0	0
"g1426"	1	4	5	4	2	9	4	4	1	1	4	0
"g14260"	0	0	0	0	0	0	0	0	0	0	0	0
"g14261"	0	0	0	0	0	0	0	0	0	0	0	0
"g14262"	0	0	0	0	0	0	0	0	0	0	0	0
"g14263"	0	0	0	0	0	0	0	0	0	0	0	0
"g14264"	0	0	0	0	0	0	0	0	0	0	0	0
"g14265"	0	0	0	0	0	0	0	0	0	0	0	0
"g14266"	0	0	0	0	0	0	0	0	0	0	0	0
"g14267"	0	0	0	0	0	0	0	0	0	0	0	0
"g14268"	0	0	0	0	0	0	0	0	0	0	0	0
"g14269"	0	0	0	0	0	0	0	0	0	0	0	0
"g1427"	2	1	1	0	0	1	0	0	0	0	1	0
"g14270"	0	0	0	0	0	0	0	0	0	0	0	0
"g14271"	0	0	0	0	0	0	0	0	0	0	0	0
"g14272"	0	0	0	0	0	0	0	0	0	0	0	0
"g14273"	0	0	0	0	0	0	0	0	0	0	0	0
"g14274"	0	0	0	0	0	0	0	0	0	0	0	0
"g14275"	0	0	0	0	0	0	0	0	0	0	0	0
"g14276"	0	0	0	0	0	0	0	0	0	0	0	0
"g14277"	0	0	0	0	0	0	0	0	0	0	0	0
"g14278"	0	0	0	0	0	0	0	0	0	0	0	0
"g14279"	0	0	0	0	0	0	0	0	0	0	0	0
"g1428"	0	0	0	0	0	0	0	0	0	0	0	0
"g14280"	0	0	0	0	0	0	0	0	0	0	0	0
"g14281"	0	0	0	0	0	0	0	0	0	0	0	0
"g14282"	0	0	0	0	0	0	0	0	0	0	0	0
"g14283"	0	0	0	0	0	0	0	0	0	0	0	0
"g14284"	0	0	0	0	0	0	0	0	0	0	0	0
"g14285"	0	0	0	0	0	0	0	0	0	0	0	0
"g14286"	0	0	0	0	0	0	0	0	0	0	0	0
"g14287"	0	0	0	0	0	0	0	0	0	0	0	0
"g14288"	0	0	0	0	0	0	0	0	0	0	0	0
"g14289"	0	0	0	0	0	0	0	0	0	0	0	0
"g1429"	18	36	24	28	45	33	17	56	51	7	32	9
"g14290"	0	0	0	0	0	0	0	0	0	0	0	0
"g14291"	0	0	0	0	0	0	0	0	0	0	0	0
"g14292"	0	0	0	0	0	0	0	0	0	0	0	0
"g14293"	0	0	0	0	0	0	0	0	0	0	0	0
"g14294"	0	0	0	0	0	0	0	0	0	0	0	0
"g14295"	0	0	0	0	0	0	0	0	0	0	0	0
"g14296"	0	0	0	0	0	0	0	0	0	0	0	0
"g14297"	0	0	0	0	0	0	0	0	0	0	0	0
"g14298"	0	0	0	0	0	0	0	0	0	0	0	0
"g14299"	0	0	0	0	0	0	0	0	0	0	0	0
"g143"	0	0	0	0	0	0	0	0	0	0	0	0
"g1430"	53	101	63	51	116	88	68	94	87	28	94	15
"g14300"	0	0	0	0	0	0	0	0	0	0	0	0
"g14301"	0	0	0	0	0	0	0	0	0	0	0	0
"g14302"	0	0	0	0	0	0	0	0	0	0	0	0
"g14303"	0	0	0	0	0	0	0	0	0	0	0	0
"g14304"	0	0	0	0	0	0	0	0	0	0	0	0
"g14305"	0	0	0	0	0	0	0	0	0	0	0	0
"g14306"	0	0	0	0	0	0	0	0	0	0	0	0
"g14307"	0	0	0	0	0	0	0	0	0	0	0	0
"g14308"	0	0	0	0	0	0	0	0	0	0	0	0
"g14309"	0	0	0	0	0	0	0	0	0	0	0	0
"g1431"	0	3	5	3	11	7	4	14	7	0	19	1
"g14310"	0	0	0	0	0	0	0	0	0	0	0	0
"g14311"	0	0	0	0	0	0	0	0	0	0	0	0
"g14312"	0	0	0	0	0	0	0	0	0	0	0	0
"g14313"	0	0	0	0	0	0	0	0	0	0	0	0
"g14314"	0	0	0	0	0	0	0	0	0	0	0	0
"g14315"	0	0	0	0	0	0	0	0	0	0	0	0
"g14316"	0	0	0	0	0	0	0	0	0	0	0	0
"g14317"	0	0	0	0	0	0	0	0	0	0	0	0
"g14318"	0	0	0	0	0	0	0	0	0	0	0	0
"g14319"	0	0	0	0	0	0	0	0	0	0	0	0
"g1432"	1	1	3	2	4	2	3	2	5	0	2	0
"g14320"	0	0	0	0	0	0	0	0	0	0	0	0
"g14321"	0	0	0	0	0	0	0	0	0	0	0	0
"g14322"	0	0	0	0	0	0	0	0	0	0	0	0
"g14323"	0	0	0	0	0	0	0	0	0	0	0	0
"g14324"	0	0	0	0	0	0	0	0	0	0	0	0
"g14325"	0	0	0	0	0	0	0	0	0	0	0	0
"g14326"	0	0	0	0	0	0	0	0	0	0	0	0
"g14327"	0	0	0	0	0	0	0	0	0	0	0	0
"g14328"	0	0	0	0	0	0	0	0	0	0	0	0
"g14329"	0	0	0	0	0	0	0	0	0	0	0	0
"g1433"	37	31	41	27	26	34	28	22	42	13	18	0
"g14330"	0	0	0	0	0	0	0	0	0	0	0	0
"g14331"	0	0	0	0	0	0	0	0	0	0	0	0
"g14332"	0	0	0	0	0	0	0	0	0	0	0	0
"g14333"	0	0	0	0	0	0	0	0	0	0	0	0
"g14334"	0	0	0	0	0	0	0	0	0	0	0	0
"g14335"	0	0	0	0	0	0	0	0	0	0	0	0
"g14336"	0	0	0	0	0	0	0	0	0	0	0	0
"g14337"	0	0	0	0	0	0	0	0	0	0	0	0
"g14338"	0	0	0	0	0	0	0	0	0	0	0	0
"g14339"	0	0	0	0	0	0	0	0	0	0	0	0
"g1434"	17	0	0	0	0	0	0	0	0	0	0	0
"g14340"	0	0	0	0	0	0	0	0	0	0	0	0
"g14341"	0	0	0	0	0	0	0	0	0	0	0	0
"g14342"	0	0	0	0	0	0	0	0	0	0	0	0
"g14343"	0	0	0	0	0	0	0	0	0	0	0	0
"g14344"	0	0	0	0	0	0	0	0	0	0	0	0
"g14345"	0	0	0	0	0	0	0	0	0	0	0	0
"g14346"	0	0	0	0	0	0	0	0	0	0	0	0
"g14347"	0	0	0	0	0	0	0	0	0	0	0	0
